id,Last Updated,Observation Start,Observation End
DGS2,2015-07-30 15:26:29-05,1976-06-01,2015-07-29
DGS20,2015-07-30 15:26:27-05,1993-10-01,2015-07-29
DGS3,2015-07-30 15:26:26-05,1962-01-02,2015-07-29
DGS30,2015-07-30 15:26:24-05,1977-02-15,2015-07-29
DGS3MO,2015-07-30 15:26:22-05,1982-01-04,2015-07-29
DGS5,2015-07-30 15:26:21-05,1962-01-02,2015-07-29
DGS6MO,2015-07-30 15:26:19-05,1982-01-04,2015-07-29
DGS7,2015-07-30 15:26:18-05,1969-07-01,2015-07-29
DHHNGSP,2015-07-29 14:56:02-05,1997-01-07,2015-07-27
DHOILNYH,2015-07-29 13:41:32-05,1986-06-02,2015-07-27
DJCA,2015-07-30 18:36:02-05,2005-07-29,2015-07-30
DJFUELUSGULF,2015-07-29 13:41:33-05,1990-04-02,2015-07-27
DJIA,2015-07-30 18:36:02-05,2005-07-29,2015-07-30
DJTA,2015-07-30 18:36:02-05,2005-07-29,2015-07-30
DJUA,2015-07-30 18:36:01-05,2005-07-29,2015-07-30
DLTIIT,2015-07-30 15:26:17-05,2003-01-02,2015-07-29
DPCREDIT,2015-07-30 15:26:16-05,2003-01-09,2015-07-29
DPRIME,2015-07-30 15:26:16-05,1955-08-04,2015-07-29
DPROPANEMBTX,2015-07-29 13:41:33-05,1992-07-09,2015-07-27
DRGASLA,2015-07-29 13:41:34-05,2003-03-11,2015-07-27
DSWP1,2015-07-30 15:26:14-05,2000-07-03,2015-07-29
DSWP10,2015-07-30 15:26:13-05,2000-07-03,2015-07-29
DSWP2,2015-07-30 15:26:12-05,2000-07-03,2015-07-29
DSWP3,2015-07-30 15:26:12-05,2000-07-03,2015-07-29
DSWP30,2015-07-30 15:26:11-05,2000-07-03,2015-07-29
DSWP4,2015-07-30 15:26:11-05,2000-07-03,2015-07-29
DSWP5,2015-07-30 15:26:10-05,2000-07-03,2015-07-29
DSWP7,2015-07-30 15:26:10-05,2000-07-03,2015-07-29
DTB1YR,2015-07-30 15:26:09-05,1959-07-15,2015-07-29
DTB3,2015-07-30 15:26:07-05,1954-01-04,2015-07-29
DTB4WK,2015-07-30 15:26:04-05,2001-07-31,2015-07-29
DTB6,2015-07-30 15:26:03-05,1958-12-09,2015-07-29
DTP10J16,2015-07-31 06:21:02-05,2006-01-13,2015-07-30
DTP10J17,2015-07-31 06:21:02-05,2007-01-16,2015-07-30
DTP10J18,2015-07-31 06:21:02-05,2008-01-14,2015-07-30
DTP10J19,2015-07-31 06:21:03-05,2009-01-08,2015-07-30
DTP10J20,2015-07-31 06:21:03-05,2010-01-13,2015-07-30
DTP10J21,2015-07-31 06:21:03-05,2011-01-21,2015-07-30
DTP10J22,2015-07-31 06:21:03-05,2012-01-20,2015-07-30
DTP10J23,2015-07-31 06:21:03-05,2013-01-25,2015-07-30
DTP10J24,2015-07-31 06:21:04-05,2014-01-31,2015-07-30
DTP10L15,2015-07-16 08:01:34-05,2005-07-22,2015-07-15
DTP10L16,2015-07-31 06:21:04-05,2006-07-14,2015-07-30
DTP10L17,2015-07-31 06:21:04-05,2007-07-13,2015-07-30
DTP10L18,2015-07-31 06:21:05-05,2008-07-21,2015-07-30
DTP10L19,2015-07-31 06:21:05-05,2009-07-08,2015-07-30
DTP10L20,2015-07-31 06:21:05-05,2010-07-09,2015-07-30
DTP10L21,2015-07-31 06:21:05-05,2011-07-22,2015-07-30
DTP10L22,2015-07-31 06:21:06-05,2012-07-20,2015-07-30
DTP10L23,2015-07-31 06:21:06-05,2013-07-22,2015-07-30
DTP10L24,2015-07-31 06:21:06-05,2014-07-25,2015-07-30
DTP20J25,2015-07-31 06:21:06-05,2004-07-28,2015-07-30
DTP20J26,2015-07-31 06:21:06-05,2010-01-04,2015-07-30
DTP20J27,2015-07-31 06:21:07-05,2010-01-04,2015-07-30
DTP20J28,2015-07-31 06:21:07-05,2010-01-04,2015-07-30
DTP20J29,2015-07-31 06:21:07-05,2010-01-04,2015-07-30
DTP30A28,2015-07-31 06:21:08-05,1998-04-13,2015-07-30
DTP30A29,2015-07-31 06:21:09-05,2000-01-03,2015-07-30
DTP30F40,2015-07-31 06:21:09-05,2010-02-23,2015-07-30
DTP30F41,2015-07-31 06:21:09-05,2011-02-23,2015-07-30
DTP30F42,2015-07-31 06:21:09-05,2012-03-30,2015-07-30
DTP30F43,2015-07-31 06:21:09-05,2013-03-11,2015-07-30
DTP30F44,2015-07-31 06:21:10-05,2014-04-10,2015-07-30
DTP30F45,2015-07-31 06:21:10-05,2015-03-05,2015-07-30
DTP3HA32,2015-07-31 06:21:10-05,2001-10-15,2015-07-30
DTP5A16,2015-07-31 06:21:10-05,2011-04-25,2015-07-30
DTP5A17,2015-07-31 06:21:10-05,2012-04-23,2015-07-30
DTP5A18,2015-07-31 06:21:11-05,2013-04-24,2015-07-30
DTP5A19,2015-07-31 06:21:11-05,2014-04-25,2015-07-30
DTWEXB,2015-07-27 15:51:18-05,1995-01-04,2015-07-24
DTWEXM,2015-07-27 15:51:17-05,1973-01-02,2015-07-24
DTWEXO,2015-07-27 15:51:16-05,1995-01-04,2015-07-24
EQMRKTSD678FRBCLE,2015-07-30 13:41:38-05,1991-09-25,2015-07-29
EUR12MD156N,2015-07-31 07:11:07-05,1999-01-04,2015-07-24
EUR1MTD156N,2015-07-31 07:11:07-05,1999-01-04,2015-07-24
EUR1WKD156N,2015-07-31 07:11:08-05,1999-01-04,2015-07-24
EUR2MTD156N,2015-07-31 07:11:08-05,1999-01-04,2015-07-24
EUR3MTD156N,2015-07-31 07:11:09-05,1999-01-04,2015-07-24
EUR6MTD156N,2015-07-31 07:11:09-05,1999-01-04,2015-07-24
EURONTD156N,2015-07-31 07:11:10-05,2001-01-02,2015-07-24
EVZCLS,2015-07-31 07:36:02-05,2007-11-01,2015-07-30
FEMRKTSD678FRBCLE,2015-07-30 13:41:34-05,1991-09-25,2015-07-29
FIN1020AAAMT,2015-07-31 09:06:37-05,2001-01-02,2015-07-30
FIN1020AAVOL,2015-07-31 09:06:37-05,2001-01-02,2015-07-30
FIN14AAAMT,2015-07-31 09:06:36-05,2001-01-02,2015-07-30
FIN14AAVOL,2015-07-31 09:06:36-05,2001-01-02,2015-07-30
FIN2140AAAMT,2015-07-31 09:06:35-05,2001-01-02,2015-07-30
FIN2140AAVOL,2015-07-31 09:06:35-05,2001-01-02,2015-07-30
FIN4180AAAMT,2015-07-31 09:06:34-05,2001-01-02,2015-07-30
FIN4180AAVOL,2015-07-31 09:06:34-05,2001-01-02,2015-07-30
FIN59AAAMT,2015-07-31 09:06:33-05,2001-01-02,2015-07-30
FIN59AAVOL,2015-07-31 09:06:33-05,2001-01-02,2015-07-30
FINBETAD678FRBCLE,2015-07-30 13:41:33-05,1991-09-25,2015-07-29
FINGT80AAAMT,2015-07-31 09:06:32-05,2001-01-02,2015-07-30
FINGT80AAVOL,2015-07-31 09:06:32-05,2001-01-02,2015-07-30
GBP12MD156N,2015-07-31 07:11:11-05,1986-01-02,2015-07-24
GBP1MTD156N,2015-07-31 07:11:12-05,1986-01-02,2015-07-24
GBP1WKD156N,2015-07-31 07:11:12-05,1997-12-01,2015-07-24
GBP2MTD156N,2015-07-31 07:11:13-05,1987-01-02,2015-07-24
GBP3MTD156N,2015-07-31 07:11:14-05,1986-01-02,2015-07-24
GBP6MTD156N,2015-07-31 07:11:15-05,1986-01-02,2015-07-24
GBPONTD156N,2015-07-31 07:11:16-05,2001-01-02,2015-07-24
GOLDAMGBD228NLBM,2015-07-31 10:36:03-05,1968-04-01,2015-07-31
GOLDAMGBD229NLBM,2015-07-31 10:36:04-05,1968-04-01,2015-07-31
GOLDAMGBD230NLBM,2015-07-31 10:36:05-05,1999-01-04,2015-07-31
GOLDPMGBD228NLBM,2015-07-31 10:36:06-05,1968-04-01,2015-07-31
GOLDPMGBD229NLBM,2015-07-31 10:36:07-05,1968-04-01,2015-07-31
GOLDPMGBD230NLBM,2015-07-31 10:36:08-05,1999-01-04,2015-07-31
GVZCLS,2015-07-31 07:36:02-05,2008-06-03,2015-07-30
IBCOBD678FRBCLE,2015-07-30 13:41:32-05,1991-09-25,2015-07-29
IBLSD678FRBCLE,2015-07-30 13:41:30-05,1991-09-25,2015-07-29
IBMRKTSD678FRBCLE,2015-07-30 13:41:26-05,1991-09-25,2015-07-29
JPY12MD156N,2015-07-31 07:11:17-05,1986-01-02,2015-07-24
JPY1MTD156N,2015-07-31 07:11:18-05,1986-01-02,2015-07-24
JPY1WKD156N,2015-07-31 07:11:18-05,1997-12-01,2015-07-24
JPY2MTD156N,2015-07-31 07:11:19-05,1989-01-03,2015-07-24
JPY3MTD156N,2015-07-31 07:11:20-05,1986-01-02,2015-07-24
JPY6MTD156N,2015-07-31 07:11:21-05,1986-01-02,2015-07-24
JPYONTD156N,2015-07-31 07:11:21-05,2001-01-02,2015-07-24
LQTYSD678FRBCLE,2015-07-30 13:41:25-05,1991-09-25,2015-07-29
MKT1020MKTAMT,2015-07-31 09:06:31-05,2001-01-02,2015-07-30
MKT1020MKTVOL,2015-07-31 09:06:31-05,2001-01-02,2015-07-30
MKT14MKTAMT,2015-07-31 09:06:30-05,2001-01-02,2015-07-30
MKT14MKTVOL,2015-07-31 09:06:30-05,2001-01-02,2015-07-30
MKT2140MKTAMT,2015-07-31 09:06:29-05,2001-01-02,2015-07-30
MKT2140MKTVOL,2015-07-31 09:06:29-05,2001-01-02,2015-07-30
MKT4180MKTAMT,2015-07-31 09:06:28-05,2001-01-02,2015-07-30
MKT4180MKTVOL,2015-07-31 09:06:28-05,2001-01-02,2015-07-30
MKT59MKTAMT,2015-07-31 09:06:27-05,2001-01-02,2015-07-30
MKT59MKTVOL,2015-07-31 09:06:27-05,2001-01-02,2015-07-30
MKTGT80MKTAMT,2015-07-31 09:06:26-05,2001-01-02,2015-07-30
MKTGT80MKTVOL,2015-07-31 09:06:26-05,2001-01-02,2015-07-30
NASDAQ100,2015-07-30 17:51:03-05,1986-01-02,2015-07-30
NASDAQCOM,2015-07-30 17:51:04-05,1971-02-05,2015-07-30
NIKKEI225,2015-07-31 07:11:30-05,1949-05-16,2015-07-31
NONFIN1020A2P2AMT,2015-07-31 09:06:25-05,2001-01-02,2015-07-30
NONFIN1020A2P2VOL,2015-07-31 09:06:24-05,2001-01-02,2015-07-30
NONFIN1020AAAMT,2015-07-31 09:06:24-05,2001-01-02,2015-07-30
NONFIN1020AAVOL,2015-07-31 09:06:23-05,2001-01-02,2015-07-30
NONFIN14A2P2AMT,2015-07-31 09:06:23-05,2001-01-02,2015-07-30
NONFIN14A2P2VOL,2015-07-31 09:06:22-05,2001-01-02,2015-07-30
NONFIN14AAAMT,2015-07-31 09:06:22-05,2001-01-02,2015-07-30
NONFIN14AAVOL,2015-07-31 09:06:21-05,2001-01-02,2015-07-30
NONFIN2140A2P2AMT,2015-07-31 09:06:21-05,2001-01-02,2015-07-30
NONFIN2140A2P2VOL,2015-07-31 09:06:20-05,2001-01-02,2015-07-30
NONFIN2140AAAMT,2015-07-31 09:06:20-05,2001-01-02,2015-07-30
NONFIN2140AAVOL,2015-07-31 09:06:19-05,2001-01-02,2015-07-30
NONFIN4180A2P2AMT,2015-07-31 09:06:19-05,2001-01-02,2015-07-30
NONFIN4180A2P2VOL,2015-07-31 09:06:18-05,2001-01-02,2015-07-30
NONFIN4180AAAMT,2015-07-31 09:06:18-05,2001-01-02,2015-07-30
NONFIN4180AAVOL,2015-07-31 09:06:17-05,2001-01-02,2015-07-30
NONFIN59A2P2AMT,2015-07-31 09:06:17-05,2001-01-02,2015-07-30
NONFIN59A2P2VOL,2015-07-31 09:06:16-05,2001-01-02,2015-07-30
NONFIN59AAAMT,2015-07-31 09:06:16-05,2001-01-02,2015-07-30
NONFIN59AAVOL,2015-07-31 09:06:15-05,2001-01-02,2015-07-30
NONFINGT80A2P2AMT,2015-07-31 09:06:15-05,2001-01-02,2015-07-30
NONFINGT80A2P2VOL,2015-07-31 09:06:14-05,2001-01-02,2015-07-30
NONFINGT80AAAMT,2015-07-31 09:06:14-05,2001-01-02,2015-07-30
NONFINGT80AAVOL,2015-07-31 09:06:13-05,2001-01-02,2015-07-30
OVXCLS,2015-07-31 07:36:03-05,2007-05-10,2015-07-30
R2500GRPR,2015-07-30 19:56:39-05,1985-12-31,2015-07-30
R2500GRTR,2015-07-30 19:56:38-05,1985-12-31,2015-07-30
R2500VLPR,2015-07-30 19:56:37-05,1985-12-31,2015-07-30
R2500VLTR,2015-07-30 19:56:36-05,1985-12-31,2015-07-30
REMRKTD678FRBCLE,2015-07-30 13:41:22-05,1991-09-25,2015-07-29
RIFSPPAAAD01NB,2015-07-31 09:06:13-05,2001-01-02,2015-07-30
RIFSPPAAAD07NB,2015-07-31 09:06:12-05,2001-01-02,2015-07-30
RIFSPPAAAD15NB,2015-07-31 09:06:12-05,2001-01-02,2015-07-30
RIFSPPAAAD30NB,2015-07-31 09:06:11-05,2001-01-02,2015-07-30
RIFSPPAAAD60NB,2015-07-31 09:06:11-05,2001-01-02,2015-07-30
RIFSPPAAAD90NB,2015-07-31 09:06:10-05,2001-01-02,2015-07-30
RIFSPPFAAD01NB,2015-07-31 09:06:10-05,1998-01-02,2015-07-30
RIFSPPFAAD07NB,2015-07-31 09:06:09-05,1998-01-02,2015-07-30
RIFSPPFAAD15NB,2015-07-29 09:06:16-05,1998-01-02,2015-07-28
RIFSPPFAAD30NB,2015-07-31 09:06:08-05,1998-01-02,2015-07-30
RIFSPPFAAD60NB,2015-07-31 09:06:08-05,1998-01-02,2015-07-30
RIFSPPFAAD90NB,2015-07-31 09:06:07-05,1998-01-02,2015-07-30
RIFSPPNA2P2D01NB,2015-07-31 09:06:07-05,1998-01-02,2015-07-30
RIFSPPNA2P2D07NB,2015-07-31 09:06:06-05,1998-01-02,2015-07-30
RIFSPPNA2P2D15NB,2015-07-31 09:06:06-05,1998-01-02,2015-07-30
RIFSPPNA2P2D30NB,2015-07-31 09:06:05-05,1998-01-02,2015-07-30
RIFSPPNA2P2D60NB,2015-07-30 09:07:56-05,1998-01-02,2015-07-29
RIFSPPNA2P2D90NB,2015-07-24 09:06:42-05,1998-01-02,2015-07-23
RIFSPPNAAD01NB,2015-07-31 09:06:05-05,1998-01-02,2015-07-30
RIFSPPNAAD07NB,2015-07-31 09:06:04-05,1998-01-02,2015-07-30
RIFSPPNAAD15NB,2015-07-31 09:06:04-05,1998-01-02,2015-07-30
RIFSPPNAAD30NB,2015-07-31 09:06:03-05,1998-01-02,2015-07-30
RIFSPPNAAD60NB,2015-07-31 09:06:02-05,1998-01-02,2015-07-30
RIFSPPNAAD90NB,2015-07-31 09:06:02-05,1998-01-02,2015-07-30
RMBSSD678FRBCLE,2015-07-30 13:41:18-05,1991-09-25,2015-07-29
RMIDGRPR,2015-07-30 19:56:35-05,1985-12-31,2015-07-30
RMIDGRTR,2015-07-30 19:56:34-05,1985-12-31,2015-07-30
RMIDVLPR,2015-07-30 19:56:33-05,1985-12-31,2015-07-30
RMIDVLTR,2015-07-30 19:56:32-05,1985-12-31,2015-07-30
RRESD678FRBCLE,2015-07-30 13:41:14-05,1991-09-25,2015-07-29
RTOP200GPR,2015-07-30 19:56:31-05,1985-12-31,2015-07-30
RTOP200GTR,2015-07-30 19:56:30-05,1985-12-31,2015-07-30
RTOP200VPR,2015-07-30 19:56:29-05,1985-12-31,2015-07-30
RTOP200VTR,2015-07-30 19:56:28-05,1985-12-31,2015-07-30
RU1000GPR,2015-07-30 19:56:27-05,1978-12-31,2015-07-30
RU1000GTR,2015-07-30 19:56:26-05,1978-12-31,2015-07-30
RU1000PR,2015-07-30 19:56:25-05,1978-12-29,2015-07-30
RU1000TR,2015-07-30 19:56:24-05,1978-12-29,2015-07-30
RU1000VPR,2015-07-30 19:56:23-05,1978-12-31,2015-07-30
RU1000VTR,2015-07-30 19:56:21-05,1978-12-31,2015-07-30
RU2000GPR,2015-07-30 19:56:20-05,1978-12-31,2015-07-30
RU2000GTR,2015-07-30 19:56:19-05,1978-12-31,2015-07-30
RU2000PR,2015-07-30 19:56:18-05,1978-12-29,2015-07-30
RU2000TR,2015-07-30 19:56:17-05,1978-12-29,2015-07-30
RU2000VPR,2015-07-30 19:56:16-05,1978-12-31,2015-07-30
RU2000VTR,2015-07-30 19:56:15-05,1978-12-31,2015-07-30
RU2500PR,2015-07-30 19:56:13-05,1978-12-31,2015-07-30
RU2500TR,2015-07-30 19:56:12-05,1978-12-31,2015-07-30
RU3000GPR,2015-07-30 19:56:11-05,1978-12-31,2015-07-30
RU3000GTR,2015-07-30 19:56:10-05,1978-12-31,2015-07-30
RU3000PR,2015-07-30 19:56:09-05,1978-12-29,2015-07-30
RU3000TR,2015-07-30 19:56:09-05,1978-12-29,2015-07-30
RU3000VPR,2015-07-30 19:56:08-05,1978-12-31,2015-07-30
RU3000VTR,2015-07-30 19:56:07-05,1978-12-31,2015-07-30
RUMIDCAPPR,2015-07-30 19:56:06-05,1978-12-31,2015-07-30
RUMIDCAPTR,2015-07-30 19:56:05-05,1978-12-31,2015-07-30
RUTOP200PR,2015-07-30 19:56:04-05,1978-12-31,2015-07-30
RUTOP200TR,2015-07-30 19:56:03-05,1978-12-31,2015-07-30
RVXCLS,2015-07-31 07:36:03-05,2004-01-02,2015-07-30
SMCD678FRBCLE,2015-07-30 13:41:11-05,1991-09-25,2015-07-29
SMRKTD678FRBCLE,2015-07-30 13:41:09-05,1991-09-25,2015-07-29
SP500,2015-07-30 18:51:02-05,2005-07-29,2015-07-30
T10Y2Y,2015-07-30 15:41:28-05,1976-06-01,2015-07-29
T10Y3M,2015-07-30 15:41:29-05,1982-01-04,2015-07-29
T10YFF,2015-07-30 15:41:31-05,1962-01-02,2015-07-29
T10YIE,2015-07-30 15:41:31-05,2003-01-02,2015-07-29
T1YFF,2015-07-30 15:41:33-05,1962-01-02,2015-07-29
T3MFF,2015-07-30 15:41:34-05,1982-01-04,2015-07-29
T5YFF,2015-07-30 15:41:36-05,1962-01-02,2015-07-29
T5YIE,2015-07-30 15:41:37-05,2003-01-02,2015-07-29
T5YIFR,2015-07-30 15:41:37-05,2003-01-02,2015-07-29
T6MFF,2015-07-30 15:41:38-05,1982-01-04,2015-07-29
TEDRATE,2015-07-30 15:41:39-05,1986-01-02,2015-07-23
TYCSD678FRBCLE,2015-07-30 13:41:07-05,1991-09-25,2015-07-29
USD12MD156N,2015-07-31 07:11:22-05,1986-01-02,2015-07-24
USD1MTD156N,2015-07-31 07:11:23-05,1986-01-02,2015-07-24
USD1WKD156N,2015-07-31 07:11:24-05,1997-12-01,2015-07-24
USD2MTD156N,2015-07-31 07:11:25-05,1987-01-02,2015-07-24
USD3MTD156N,2015-07-31 07:11:26-05,1986-01-02,2015-07-24
USD6MTD156N,2015-07-31 07:11:27-05,1986-01-02,2015-07-24
USDONTD156N,2015-07-31 07:11:28-05,2001-01-02,2015-07-24
USEPUINDXD,2015-07-31 10:26:03-05,1985-01-01,2015-07-31
USINFL,2015-07-31 07:06:37-05,2008-07-31,2015-06-01
VIXCLS,2015-07-31 07:36:04-05,1990-01-02,2015-07-30
VXAPLCLS,2015-07-31 07:36:04-05,2010-06-01,2015-07-30
VXAZNCLS,2015-07-31 07:36:04-05,2010-06-01,2015-07-30
VXDCLS,2015-07-31 07:36:05-05,1997-10-07,2015-07-30
VXEEMCLS,2015-07-31 07:36:05-05,2011-03-16,2015-07-30
VXEWZCLS,2015-07-31 07:36:05-05,2011-03-16,2015-07-30
VXFXICLS,2015-07-31 07:36:05-05,2011-03-16,2015-07-30
VXGDXCLS,2015-07-31 07:36:06-05,2011-03-16,2015-07-30
VXGOGCLS,2015-07-31 07:36:06-05,2010-06-01,2015-07-30
VXGSCLS,2015-07-31 07:36:06-05,2010-06-01,2015-07-30
VXIBMCLS,2015-07-31 07:36:06-05,2010-06-01,2015-07-30
VXNCLS,2015-07-31 07:36:07-05,2001-02-02,2015-07-30
VXSLVCLS,2015-07-31 07:36:07-05,2011-03-16,2015-07-30
VXTYN,2015-07-31 07:36:07-05,2003-01-02,2015-07-30
VXVCLS,2015-07-31 07:36:08-05,2007-12-04,2015-07-30
VXXLECLS,2015-07-31 07:36:08-05,2011-03-16,2015-07-30
WDCD678FRBCLE,2015-07-30 13:41:02-05,1991-09-25,2015-07-29
WILL2500IND,2015-07-31 07:06:37-05,1991-12-31,2015-07-30
WILL2500INDGR,2015-07-31 07:06:36-05,1991-12-31,2015-07-30
WILL2500INDVAL,2015-07-31 07:06:35-05,1991-12-31,2015-07-30
WILL2500PR,2015-07-31 07:06:35-05,1991-12-31,2015-07-30
WILL2500PRGR,2015-07-31 07:06:34-05,1991-12-31,2015-07-30
WILL2500PRVAL,2015-07-31 07:06:33-05,1991-12-31,2015-07-30
WILL4500IND,2015-07-31 07:06:32-05,1983-12-30,2015-07-30
WILL4500PR,2015-07-31 07:06:31-05,1986-12-31,2015-07-30
WILL5000IND,2015-07-31 07:06:30-05,1970-12-31,2015-07-30
WILL5000INDFC,2015-07-31 07:06:28-05,1970-12-31,2015-07-30
WILL5000PR,2015-07-31 07:06:27-05,1970-12-31,2015-07-30
WILL5000PRFC,2015-07-31 07:06:25-05,1970-12-31,2015-07-30
WILLLRGCAP,2015-07-31 07:06:24-05,1978-06-30,2015-07-30
WILLLRGCAPGR,2015-07-31 07:06:22-05,1978-06-30,2015-07-30
WILLLRGCAPGRPR,2015-07-31 07:06:21-05,1991-12-31,2015-07-30
WILLLRGCAPPR,2015-07-31 07:06:20-05,1991-12-31,2015-07-30
WILLLRGCAPVAL,2015-07-31 07:06:19-05,1978-06-30,2015-07-30
WILLLRGCAPVALPR,2015-07-31 07:06:18-05,1991-12-31,2015-07-30
WILLMICROCAP,2015-07-31 07:06:17-05,1978-06-30,2015-07-30
WILLMICROCAPPR,2015-07-31 07:06:16-05,1991-12-31,2015-07-30
WILLMIDCAP,2015-07-31 07:06:15-05,1978-06-30,2015-07-30
WILLMIDCAPGR,2015-07-31 07:06:14-05,1978-06-30,2015-07-30
WILLMIDCAPGRPR,2015-07-31 07:06:13-05,1991-12-31,2015-07-30
WILLMIDCAPPR,2015-07-31 07:06:12-05,1991-12-31,2015-07-30
WILLMIDCAPVAL,2015-07-31 07:06:11-05,1978-06-30,2015-07-30
WILLMIDCAPVALPR,2015-07-31 07:06:10-05,1991-12-31,2015-07-30
WILLREITIND,2015-07-31 07:06:09-05,1977-12-30,2015-07-30
WILLREITPR,2015-07-31 07:06:08-05,1998-12-31,2015-07-30
WILLRESIND,2015-07-31 07:06:08-05,1977-12-30,2015-07-30
WILLRESIPR,2015-07-31 07:06:07-05,1998-12-31,2015-07-30
WILLSMLCAP,2015-07-31 07:06:06-05,1978-06-30,2015-07-30
WILLSMLCAPGR,2015-07-31 07:06:05-05,1978-06-30,2015-07-30
WILLSMLCAPGRPR,2015-07-31 07:06:04-05,1991-12-31,2015-07-30
WILLSMLCAPPR,2015-07-31 07:06:03-05,1991-12-31,2015-07-30
WILLSMLCAPVAL,2015-07-31 07:06:03-05,1978-06-30,2015-07-30
WILLSMLCAPVALPR,2015-07-31 07:06:02-05,1991-12-31,2015-07-30
WLEMUINDXD,2015-07-31 10:26:04-05,1985-01-01,2015-07-31
